activation	batch_size	checkpoint_path	cv_key	depth	dropout	epoch	feature_names	gamma_mel	h10	h4	h5	h7	h8	h9	height	input_time_len_list	learning_rate	max_epochs	max_noise	model	momentum	no_save_ckpt	norm_type	optimizer	step_save_summaries	tag_label	target_height	train_acc	train_batch_result_filename	train_dir	train_loss	unique_key	username	val_set_number	valid_acc	valid_f1	valid_loss	width	bn_layers	extra_1x1_conv	focal_loss_gamma_list	l2_loss_scale	loss1_weight	loss_reduce_max_index
swish	16.0		20c8d6	13.0	0.7000000000000002	0.0	['mfcc', 'melspectrogram', 'rmse']	0.92	1.0	64.0	0.5	64.0	0.5	8.0	8.0	1024.0	0.0001	1500.0	0.43	CNN100	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.6989062502980232	./log/batch_log/result_experiment.txt	train_dir		27d73e	user	1.0	0.8022812306880951	0.0	0.11042917519807817	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		befd47	13.0	0.5	1495.0	['mfcc', 'melspectrogram', 'rmse']	1.0	2.0	8.0	1.0	16.0	2.0	16.0	8.0	1024.0	0.0001	1500.0	0.28	CNN	0.9	0.0	3.0	adam	10.0	experiment	8.0	0.910453125834465	./log/batch_log/result_experiment.txt	train_dir	0.6218532919883728	75c678	user	2.0	0.9057492017745972	0.5791158871149046	0.63724684715271	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		befd47	13.0	0.5	1495.0	['mfcc', 'melspectrogram', 'rmse']	1.0	2.0	8.0	1.0	16.0	2.0	16.0	8.0	1024.0	0.0001	1500.0	0.28	CNN	0.9	1.0	3.0	adam	10.0	experiment	8.0	0.9101493060588836	./log/batch_log/result_experiment.txt	train_dir	0.6234316428502401		user	2.0	0.9102029899756112	0.5740092719200433	0.63373534878095	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	64.0		69e9ff	13.0	0.8	160.0	['mfcc', 'melspectrogram', 'rmse']	0.62	2.0	8.0	0.5	32.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.09	CNN100	0.97	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9670260548591614	./log/batch_log/result_experiment.txt	train_dir	0.06319681648164988	d2b1f2	user	2.0	0.9656971096992492	0.919582291553476	0.06577800214290619	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	64.0		69e9ff	13.0	0.8	188.0	['mfcc', 'melspectrogram', 'rmse']	0.62	2.0	8.0	0.5	32.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.09	CNN100	0.97	1.0	3.0	rmsprop	10.0	experiment	8.0	0.9723020841677984	./log/batch_log/result_experiment.txt	train_dir	0.06218017296244701		user	2.0	0.9655475517114004	0.9164412721927088	0.06590716664989789	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		7ef7f9	13.0	0.4	0.0	['mfcc', 'melspectrogram', 'rmse']	0.28	1.0	32.0	0.5	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.97	CNN100	0.9	0.0	1.0	adam	10.0	experiment	8.0	0.7436770796775818	./log/batch_log/result_experiment.txt	train_dir	0.11347870528697968	3ed604	user	2.0	0.8011177778244019	0.0	0.11067110672593117	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		7ef7f9	13.0	0.4	0.0	['mfcc', 'melspectrogram', 'rmse']	0.28	1.0	32.0	0.5	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.97	CNN100	0.9	1.0	1.0	adam	10.0	experiment	8.0	0.7314010361830393	./log/batch_log/result_experiment.txt	train_dir	0.11314254192014535		user	2.0	0.8011177778244019	0.0	0.11067110672593117	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		ac7736	13.0	0.5	1224.0	['mfcc', 'melspectrogram', 'rmse']	0.94	0.5	32.0	0.5	16.0	0.5	64.0	8.0	1024.0	0.001	1500.0	0.35	CNN	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9846093729138374	./log/batch_log/result_experiment.txt	train_dir	0.569450318813324	44ed56	user	2.0	0.9575104117393494	0.903380734374062	0.7194702476263046	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		ac7736	13.0	0.5	1336.0	['mfcc', 'melspectrogram', 'rmse']	0.94	0.5	32.0	0.5	16.0	0.5	64.0	8.0	1024.0	0.001	1500.0	0.35	CNN	0.97	1.0	2.0	rmsprop	10.0	experiment	8.0	0.9345746512214342	./log/batch_log/result_experiment.txt	train_dir	0.6019533375898997		user	2.0	0.9170451412598292	0.7055779880012417	0.7017774482568105	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		20c8d6	13.0	0.7000000000000002	19.0	['mfcc', 'melspectrogram', 'rmse']	0.92	1.0	64.0	0.5	64.0	0.5	8.0	8.0	1024.0	0.0001	1500.0	0.43	CNN100	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.6425520926713943	./log/batch_log/result_experiment.txt	train_dir	0.09393524471670388	6686c4	user	2.0	0.7297499924898148	0.5823088987501187	0.09215150773525238	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		20c8d6	13.0	0.7000000000000002	19.0	['mfcc', 'melspectrogram', 'rmse']	0.92	1.0	64.0	0.5	64.0	0.5	8.0	8.0	1024.0	0.0001	1500.0	0.43	CNN100	0.99	1.0	2.0	rmsprop	10.0	experiment	8.0	0.5934375040233135	./log/batch_log/result_experiment.txt	train_dir			user	2.0	0.7781041512886683	0.1941029662500396	0.10433661937713624	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		adc6e1	13.0	0.5	1483.0	['mfcc', 'melspectrogram', 'rmse']	0.62	2.0	32.0	0.5	64.0	0.5	64.0	8.0	1024.0	0.0001	1500.0	0.04	CNN	0.97	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9379947930574416	./log/batch_log/result_experiment.txt	train_dir	0.6010327190160751	0c19cf	user	0.0	0.9307491779327391	0.6047982122960822	0.6173417866230011	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		2241fc	13.0	0.5	1488.0	['mfcc', 'melspectrogram', 'rmse']	0.82	1.0	8.0	1.0	16.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.14	CNN	0.9	0.0	0.0	adam	10.0	experiment	8.0	0.89629165828228	./log/batch_log/result_experiment.txt	train_dir	0.6331871300935745	692cf3	user	0.0	0.892640233039856	0.5470595302589729	0.6453371644020081	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		63c667	13.0	0.6000000000000001	264.0	['mfcc', 'melspectrogram', 'rmse']	0.73	2.0	8.0	1.0	64.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.95	CNN100	0.9	0.0	0.0	rmsprop	10.0	experiment	8.0	0.9533072859048844	./log/batch_log/result_experiment.txt	train_dir	0.0657926183193922	001a28	user	0.0	0.9674318730831146	0.9209178445609272	0.06518546864390372	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		adc6e1	13.0	0.5	1491.0	['mfcc', 'melspectrogram', 'rmse']	0.62	2.0	32.0	0.5	64.0	0.5	64.0	8.0	1024.0	0.0001	1500.0	0.04	CNN	0.97	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9654531329870224	./log/batch_log/result_experiment.txt	train_dir	0.5831429958343506	b1c213	user	1.0	0.9562499821186066	0.9058239306904788	0.6023739278316498	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		e94075	13.0	0.5	10.0	['mfcc', 'melspectrogram', 'rmse']	0.38	2.0	64.0	1.0	16.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.89	CNN100	0.9	0.0	2.0	rmsprop	10.0	experiment	8.0	0.7640364617109299	./log/batch_log/result_experiment.txt	train_dir	0.09018290787935256	1f2dab	user	0.0	0.8593229204416275	0.7101232681368779	0.0843668058514595	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		73cee5	13.0	0.8	119.0	['mfcc', 'melspectrogram', 'rmse']	0.33	0.5	8.0	2.0	64.0	0.5	8.0	8.0	1024.0	0.01	1500.0	0.72	CNN	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.8904166668653488	./log/batch_log/result_experiment.txt	train_dir	0.6372922882437706	aa3272	user	0.0	0.8936562389135361	0.31165158371040724	0.6356567740440369	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		2241fc	13.0	0.5	0.0	['mfcc', 'melspectrogram', 'rmse']	0.82	1.0	8.0	1.0	16.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.14	CNN	0.9	0.0	0.0	adam	10.0	experiment	8.0	0.6886770725250244	./log/batch_log/result_experiment.txt	train_dir	0.6998724937438965	00491e	user	1.0	0.7324559092521667	0.012844423600583141	0.6958512663841248	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		63c667	13.0	0.6000000000000001	286.0	['mfcc', 'melspectrogram', 'rmse']	0.73	2.0	8.0	1.0	64.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.95	CNN100	0.9	0.0	0.0	rmsprop	10.0	experiment	8.0	0.9646198004484176	./log/batch_log/result_experiment.txt	train_dir	0.06305091548711061	964db2	user	1.0	0.9636498391628264	0.9112529540607714	0.06503889709711075	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		adc6e1	13.0	0.5	1439.0	['mfcc', 'melspectrogram', 'rmse']	0.62	2.0	32.0	0.5	64.0	0.5	64.0	8.0	1024.0	0.0001	1500.0	0.04	CNN	0.97	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9325989484786988	./log/batch_log/result_experiment.txt	train_dir	0.6062619388103485	556b6c	user	2.0	0.9259735345840454	0.5950916296106973	0.6175149083137512	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		adc6e1	13.0	0.5	1491.0	['mfcc', 'melspectrogram', 'rmse']	0.62	2.0	32.0	0.5	64.0	0.5	64.0	8.0	1024.0	0.0001	1500.0	0.04	CNN	0.97	1.0	1.0	rmsprop	10.0	experiment	8.0	0.9453489581743876	./log/batch_log/result_experiment.txt	train_dir	0.5968125512202581		user	2.0	0.9376575648784636	0.7019045908657527	0.6124102075894674	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		2241fc	13.0	0.5	1437.0	['mfcc', 'melspectrogram', 'rmse']	0.82	1.0	8.0	1.0	16.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.14	CNN	0.9	0.0	0.0	adam	10.0	experiment	8.0	0.9149322807788848	./log/batch_log/result_experiment.txt	train_dir	0.6219143718481064	883a8a	user	2.0	0.9104447066783904	0.5581992936179555	0.6312459707260132	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		2241fc	13.0	0.5	1488.0	['mfcc', 'melspectrogram', 'rmse']	0.82	1.0	8.0	1.0	16.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.14	CNN	0.9	1.0	0.0	adam	10.0	experiment	8.0	0.8333003371953964	./log/batch_log/result_experiment.txt	train_dir	0.6516579985618591		user	2.0	0.8451802829901377	0.3727010824925039	0.6574781338373821	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		73cee5	13.0	0.8	2.0	['mfcc', 'melspectrogram', 'rmse']	0.33	0.5	8.0	2.0	64.0	0.5	8.0	8.0	1024.0	0.01	1500.0	0.72	CNN	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.7012500092387199	./log/batch_log/result_experiment.txt	train_dir	0.6963194906711578	7159af	user	1.0	0.7303124964237213	0.17827277454427473	0.695426344871521	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		e94075	13.0	0.5	10.0	['mfcc', 'melspectrogram', 'rmse']	0.38	2.0	64.0	1.0	16.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.89	CNN100	0.9	0.0	2.0	rmsprop	10.0	experiment	8.0	0.7807552069425583	./log/batch_log/result_experiment.txt	train_dir	0.08900713454931974	5c7c47	user	1.0	0.8810208439826965	0.7274840883669147	0.08585273660719395	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		63c667	13.0	0.6000000000000001	267.0	['mfcc', 'melspectrogram', 'rmse']	0.73	2.0	8.0	1.0	64.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.95	CNN100	0.9	0.0	0.0	rmsprop	10.0	experiment	8.0	0.9550416618585588	./log/batch_log/result_experiment.txt	train_dir	0.06518042646348476	292e3b	user	2.0	0.965729147195816	0.9153852792727912	0.06510380655527115	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		63c667	13.0	0.6000000000000001	286.0	['mfcc', 'melspectrogram', 'rmse']	0.73	2.0	8.0	1.0	64.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.95	CNN100	0.9	1.0	0.0	rmsprop	10.0	experiment	8.0	0.9576562494039536	./log/batch_log/result_experiment.txt	train_dir	0.06467465342332919		user	2.0	0.9656036198139192	0.91585202596483	0.06510939076542854	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		d53210	13.0	0.7000000000000002	8.0	['mfcc', 'melspectrogram', 'rmse']	0.06	0.5	64.0	0.5	64.0	1.0	8.0	8.0	1024.0	0.001	1500.0	0.49	CNN	0.99	0.0	0.0	rmsprop	10.0	experiment	8.0	0.5766250044107437	./log/batch_log/result_experiment.txt	train_dir	0.7086954414844513	f7d30f	user	0.0	0.5859775543212891	0.09570699482730234	0.7033184170722961	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	64.0		eaa0b1	13.0	0.8	1498.0	['mfcc', 'melspectrogram', 'rmse']	0.81	2.0	64.0	1.0	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.84	CNN	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.941578134894371	./log/batch_log/result_experiment.txt	train_dir	0.5973937213420868	245ba2	user	0.0	0.9183213114738464	0.6084257671737013	0.6798718273639679	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		73cee5	13.0	0.8	12.0	['mfcc', 'melspectrogram', 'rmse']	0.33	0.5	8.0	2.0	64.0	0.5	8.0	8.0	1024.0	0.01	1500.0	0.72	CNN	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.8057291582226753	./log/batch_log/result_experiment.txt	train_dir	0.6925269663333893	364eb7	user	2.0	0.7004791647195816	0.22185662299546147	0.6923992186784744	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		73cee5	13.0	0.8	119.0	['mfcc', 'melspectrogram', 'rmse']	0.33	0.5	8.0	2.0	64.0	0.5	8.0	8.0	1024.0	0.01	1500.0	0.72	CNN	0.99	1.0	2.0	rmsprop	10.0	experiment	8.0	0.7991319447755814	./log/batch_log/result_experiment.txt	train_dir	0.6753795817494392		user	2.0	0.7748159666856129	0.2372603270833812	0.6744941125313441	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		63a18a	13.0	0.8	0.0	['mfcc', 'melspectrogram', 'rmse']	0.49	0.5	16.0	2.0	32.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.75	CNN	0.99	0.0	1.0	adam	10.0	experiment	8.0	0.6899375021457672	./log/batch_log/result_experiment.txt	train_dir	0.6974928081035614	c0eefb	user	0.0	0.8011177778244019	0.0	0.6931471824645996	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		e94075	13.0	0.5	10.0	['mfcc', 'melspectrogram', 'rmse']	0.38	2.0	64.0	1.0	16.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.89	CNN100	0.9	0.0	2.0	rmsprop	10.0	experiment	8.0	0.7788281217217445	./log/batch_log/result_experiment.txt	train_dir	0.10562522895634174	981295	user	2.0	0.8221875131130219	0.2411674347158218	0.10444742813706398	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		e94075	13.0	0.5	10.0	['mfcc', 'melspectrogram', 'rmse']	0.38	2.0	64.0	1.0	16.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.89	CNN100	0.9	1.0	2.0	rmsprop	10.0	experiment	8.0	0.7745399301250776	./log/batch_log/result_experiment.txt	train_dir	0.09493842379500468		user	2.0	0.8541770925124487	0.5595915970732048	0.09155565686523914	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		d53210	13.0	0.7000000000000002	55.0	['mfcc', 'melspectrogram', 'rmse']	0.06	0.5	64.0	0.5	64.0	1.0	8.0	8.0	1024.0	0.001	1500.0	0.49	CNN	0.99	0.0	0.0	rmsprop	10.0	experiment	8.0	0.8027343600988388	./log/batch_log/result_experiment.txt	train_dir	0.6931413859128952	ca7309	user	1.0	0.458273246884346	0.25487587205426543	2.03045392036438	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	64.0		eaa0b1	13.0	0.8	801.0	['mfcc', 'melspectrogram', 'rmse']	0.81	2.0	64.0	1.0	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.84	CNN	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9895000010728836	./log/batch_log/result_experiment.txt	train_dir	0.5649632662534714	173275	user	1.0	0.968485563993454	0.9245149382462852	0.6214340031147003	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		63a18a	13.0	0.8	0.0	['mfcc', 'melspectrogram', 'rmse']	0.49	0.5	16.0	2.0	32.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.75	CNN	0.99	0.0	1.0	adam	10.0	experiment	8.0	0.6583020836114883	./log/batch_log/result_experiment.txt	train_dir	0.7041316628456116	6bfe46	user	1.0	0.8011177778244019	0.0	0.6931471824645996	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		9583fa	13.0	0.2	0.0	['mfcc', 'melspectrogram', 'rmse']	0.92	0.5	32.0	2.0	16.0	1.0	64.0	8.0	1024.0	0.01	1500.0	0.17	CNN	0.9	0.0	0.0	adam	10.0	experiment	8.0	0.7561458386480808	./log/batch_log/result_experiment.txt	train_dir	0.9474921226501464	1ca4be	user	0.0	0.8022812306880951	0.0	0.6931471675634384	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	64.0		6d2a15	13.0	0.30000000000000004	89.0	['mfcc', 'melspectrogram', 'rmse']	0.15	1.0	32.0	1.0	8.0	1.0	32.0	8.0	1024.0	0.001	1500.0	0.48	CNN100	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9780468791723252	./log/batch_log/result_experiment.txt	train_dir	0.06056115590035915	fcb1df	user	0.0	0.9713020771741868	0.9348568321761844	0.06448878347873688	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		d53210	13.0	0.7000000000000002	0.0	['mfcc', 'melspectrogram', 'rmse']	0.06	0.5	64.0	0.5	64.0	1.0	8.0	8.0	1024.0	0.001	1500.0	0.49	CNN	0.99	0.0	0.0	rmsprop	10.0	experiment	8.0	0.4216770827770233	./log/batch_log/result_experiment.txt	train_dir	1.197231963276863	9b1ebd	user	2.0	0.4342227578163147	0.2368831267261534	0.7436682283878326	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		d53210	13.0	0.7000000000000002	55.0	['mfcc', 'melspectrogram', 'rmse']	0.06	0.5	64.0	0.5	64.0	1.0	8.0	8.0	1024.0	0.001	1500.0	0.49	CNN	0.99	1.0	0.0	rmsprop	10.0	experiment	8.0	0.6003454824288686	./log/batch_log/result_experiment.txt	train_dir	0.8663562635580698		user	2.0	0.4928245196739833	0.1958219978692404	1.1591468552748363	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		63a18a	13.0	0.8	0.0	['mfcc', 'melspectrogram', 'rmse']	0.49	0.5	16.0	2.0	32.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.75	CNN	0.99	0.0	1.0	adam	10.0	experiment	8.0	0.7016249895095825	./log/batch_log/result_experiment.txt	train_dir	0.7016495317220688	121ed6	user	2.0	0.8011177778244019	0.0	0.6931471824645996	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		63a18a	13.0	0.8	0.0	['mfcc', 'melspectrogram', 'rmse']	0.49	0.5	16.0	2.0	32.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.75	CNN	0.99	1.0	1.0	adam	10.0	experiment	8.0	0.6832881917556127	./log/batch_log/result_experiment.txt	train_dir	0.7010913342237473		user	2.0	0.8011177778244019	0.0	0.6931471824645996	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	64.0		eaa0b1	13.0	0.8	1199.0	['mfcc', 'melspectrogram', 'rmse']	0.81	2.0	64.0	1.0	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.84	CNN	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9914062470197678	./log/batch_log/result_experiment.txt	train_dir	0.5644716322422028	08b264	user	2.0	0.9668228924274443	0.9237364676171864	0.6427925825119019	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	64.0		eaa0b1	13.0	0.8	1498.0	['mfcc', 'melspectrogram', 'rmse']	0.81	2.0	64.0	1.0	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.84	CNN	0.97	1.0	2.0	rmsprop	10.0	experiment	8.0	0.974161460995674	./log/batch_log/result_experiment.txt	train_dir	0.5756095399459203		user	2.0	0.9512099226315816	0.818892391012391	0.6480328043301901	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		9583fa	13.0	0.2	0.0	['mfcc', 'melspectrogram', 'rmse']	0.92	0.5	32.0	2.0	16.0	1.0	64.0	8.0	1024.0	0.01	1500.0	0.17	CNN	0.9	0.0	0.0	adam	10.0	experiment	8.0	0.7715885415673256	./log/batch_log/result_experiment.txt	train_dir	1.03334042429924	15673b	user	1.0	0.8022812306880951	0.0	0.6931471675634384	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	64.0		6d2a15	13.0	0.30000000000000004	126.0	['mfcc', 'melspectrogram', 'rmse']	0.15	1.0	32.0	1.0	8.0	1.0	32.0	8.0	1024.0	0.001	1500.0	0.48	CNN100	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9891666769981384	./log/batch_log/result_experiment.txt	train_dir	0.05837815208360553	08bcb3	user	1.0	0.9682291597127914	0.930504335211668	0.06505716871470213	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		3e513e	13.0	0.8	1.0	['mfcc', 'melspectrogram', 'rmse']	0.88	0.5	64.0	2.0	8.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.42	CNN	0.9	0.0	0.0	rmsprop	10.0	experiment	8.0	0.6065416634082794	./log/batch_log/result_experiment.txt	train_dir	0.712078407406807	674553	user	0.0	0.6287660002708435	0.2778797142752813	0.6992143988609314	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		ac171d	13.0	0.7000000000000002	538.0	['mfcc', 'melspectrogram', 'rmse']	0.15	0.5	32.0	2.0	8.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.55	CNN100	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9890625029802322	./log/batch_log/result_experiment.txt	train_dir	0.05755580868571996	b68688	user	0.0	0.9632452130317688	0.9105802011692138	0.0648309476673603	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		a270d6	13.0	0.8	480.0	['mfcc', 'melspectrogram', 'rmse']	0.81	2.0	32.0	1.0	64.0	0.5	16.0	8.0	1024.0	0.001	1500.0	0.5	CNN100	0.97	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9825625121593476	./log/batch_log/result_experiment.txt	train_dir	0.05938154458999634	f83a5d	user	0.0	0.9641866981983184	0.9206900451377568	0.06779882684350014	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		9583fa	13.0	0.2	0.0	['mfcc', 'melspectrogram', 'rmse']	0.92	0.5	32.0	2.0	16.0	1.0	64.0	8.0	1024.0	0.01	1500.0	0.17	CNN	0.9	0.0	0.0	adam	10.0	experiment	8.0	0.7511458322405815	./log/batch_log/result_experiment.txt	train_dir	0.7504880875349045	0ab364	user	2.0	0.8022812306880951	0.0	0.6931471675634384	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		9583fa	13.0	0.2	0.0	['mfcc', 'melspectrogram', 'rmse']	0.92	0.5	32.0	2.0	16.0	1.0	64.0	8.0	1024.0	0.01	1500.0	0.17	CNN	0.9	1.0	0.0	adam	10.0	experiment	8.0	0.7596267374853293	./log/batch_log/result_experiment.txt	train_dir	0.9104402114947636		user	2.0	0.8022812306880951	0.0	0.6931471675634384	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	64.0		6d2a15	13.0	0.30000000000000004	95.0	['mfcc', 'melspectrogram', 'rmse']	0.15	1.0	32.0	1.0	8.0	1.0	32.0	8.0	1024.0	0.001	1500.0	0.48	CNN100	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9843489602208138	./log/batch_log/result_experiment.txt	train_dir	0.05870516784489155	1b405f	user	2.0	0.968197911977768	0.9242709983611004	0.06501761637628077	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	64.0		6d2a15	13.0	0.30000000000000004	126.0	['mfcc', 'melspectrogram', 'rmse']	0.15	1.0	32.0	1.0	8.0	1.0	32.0	8.0	1024.0	0.001	1500.0	0.48	CNN100	0.97	1.0	2.0	rmsprop	10.0	experiment	8.0	0.9838541721304258	./log/batch_log/result_experiment.txt	train_dir	0.05921482527628541		user	2.0	0.969243049621582	0.9298773885829842	0.06485452285657327	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		3e513e	13.0	0.8	0.0	['mfcc', 'melspectrogram', 'rmse']	0.88	0.5	64.0	2.0	8.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.42	CNN	0.9	0.0	0.0	rmsprop	10.0	experiment	8.0	0.4703281298279762	./log/batch_log/result_experiment.txt	train_dir	0.8960146009922028	528f16	user	1.0	0.7272596061229706	0.1934309326077687	0.6969177722930908	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	32.0		ac171d	13.0	0.7000000000000002	537.0	['mfcc', 'melspectrogram', 'rmse']	0.15	0.5	32.0	2.0	8.0	1.0	32.0	8.0	1024.0	0.0001	1500.0	0.55	CNN100	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9867968708276748	./log/batch_log/result_experiment.txt	train_dir	0.05792124103754759	956604	user	1.0	0.9607251584529876	0.9069355117102956		1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		a270d6	13.0	0.8	259.0	['mfcc', 'melspectrogram', 'rmse']	0.81	2.0	32.0	1.0	64.0	0.5	16.0	8.0	1024.0	0.001	1500.0	0.5	CNN100	0.97	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9744947999715804	./log/batch_log/result_experiment.txt	train_dir	0.060981588438153274	cb6866	user	1.0	0.9632411897182463	0.9219061327271586	0.06635844707489014	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		916eb2	13.0	0.5	64.0	['mfcc', 'melspectrogram', 'rmse']	0.28	1.0	16.0	0.5	64.0	1.0	16.0	8.0	1024.0	0.001	1500.0	0.4	CNN100	0.95	0.0	3.0	adam	10.0	experiment	8.0	0.8856249898672104	./log/batch_log/result_experiment.txt	train_dir	0.08667515870183706	290993	user	0.0	0.8812083303928375	0.6200126468774134	0.08800859190523624	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
